model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,displ_level,cyl_level,air_pollution_score_level,city_mpg_level,hwy_mpg_level,cmb_mpg_level,greenhouse_gas_score_level
FORD F150 FFV BASE PAYLOAD LT,5.0,8.0,SemiAuto-10,2WD,Gas,pickup,3,16,21,18,3,No,high,high,medium,low,low,low,medium
FORD Fusion Energi Plug-in Hybrid,2.0,4.0,CVT,2WD,Electricity,midsize car,7,109,97,103,10,Elite,medium,medium,high,high,high,high,high
FORD Fusion Special Service PHEV,2.0,4.0,CVT,2WD,Electricity,midsize car,7,106,97,102,10,Elite,medium,medium,high,high,high,high,high
FORD Transit Connect,2.0,4.0,SemiAuto-8,2WD,Gas,special purpose,5,24,29,26,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
FORD Transit Connect,2.0,4.0,SemiAuto-8,2WD,Gas,special purpose,5,24,27,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
FORD Transit T150 Wagon FFV,3.5,6.0,SemiAuto-10,2WD,Gas,van,1,15,19,17,3,No,mod_high,mod_high,low,low,low,low,medium
FORD Transit T150 Wagon FFV,3.5,6.0,SemiAuto-10,4WD,Gas,van,1,14,19,16,2,No,mod_high,mod_high,low,low,low,low,low
GMC Sierra,5.3,8.0,Auto-6,2WD,Gas,pickup,3,15,19,16,2,No,high,high,medium,low,low,low,low
GMC Sierra,5.3,8.0,Auto-6,4WD,Gas,pickup,3,14,19,16,2,No,high,high,medium,low,low,low,low
GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,15,22,18,3,No,high,high,medium,low,low,low,medium
GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,15,21,17,3,No,high,high,medium,low,low,low,medium
GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,15,22,18,3,No,high,high,medium,low,low,low,medium
GMC Yukon 1500 XL,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,14,21,16,2,No,high,high,medium,low,low,low,low
HONDA Clarity,1.5,4.0,CVT,2WD,Electricity,midsize car,8,117,102,110,10,Elite,low,medium,high,high,high,high,high
HYUNDAI Ioniq Plug-in Hybrid,1.6,4.0,AutoMan-6,2WD,Electricity,midsize car,7,123,114,119,10,Elite,low,medium,high,high,high,high,high
KARMA Revero GT (21-inch wheels),1.5,3.0,Auto-1,2WD,Electricity,small car,7,71,69,70,10,Elite,low,low,high,high,high,high,high
KIA Niro Plug-in Hybrid,1.6,4.0,AutoMan-6,2WD,Electricity,station wagon,7,110,99,105,10,Elite,low,medium,high,high,high,high,high
KIA Optima plug-in hybrid,2.0,4.0,AutoMan-6,2WD,Electricity,midsize car,7,103,100,101,10,Elite,medium,medium,high,high,high,high,high
LAND ROVER Range Rover PHEV,2.0,4.0,SemiAuto-8,4WD,Electricity,standard SUV,7,42,42,42,8,Yes,medium,medium,high,high,high,high,high
LAND ROVER Range Rover Sport PHEV,2.0,4.0,SemiAuto-8,4WD,Electricity,standard SUV,7,42,42,42,8,Yes,medium,medium,high,high,high,high,high
LINCOLN Aviator PHEV,3.0,6.0,SemiAuto-10,4WD,Electricity,standard SUV,7,54,58,56,9,Yes,mod_high,mod_high,high,high,high,high,high
MERCEDES-BENZ GLC 350e 4Matic,2.0,4.0,Auto-9,4WD,Electricity,small SUV,5,67,70,68,10,Yes,medium,medium,mod_high,high,high,high,high
MERCEDES-BENZ S560 e,3.0,6.0,Auto-9,2WD,Electricity,large car,3,58,73,64,9,No,mod_high,mod_high,medium,high,high,high,high
MINI Cooper SE Countryman All4,1.5,3.0,SemiAuto-6,4WD,Electricity,midsize car,3,74,72,73,10,No,low,low,medium,high,high,high,high
MITSUBISHI Outlander PHEV,2.0,4.0,Auto-1,4WD,Electricity,small SUV,7,78,70,74,10,Elite,medium,medium,high,high,high,high,high
PAGANI Polestar 1,2.0,4.0,SemiAuto-8,4WD,Electricity,small car,5,55,61,58,10,Yes,medium,medium,mod_high,high,high,high,high
PORSCHE Cayenne Turbo S e-Hybrid,4.0,8.0,SemiAuto-8,4WD,Electricity,standard SUV,3,34,46,39,5,No,high,high,medium,high,high,high,mod_high
PORSCHE Cayenne e-Hybrid,3.0,6.0,SemiAuto-8,4WD,Electricity,standard SUV,3,45,37,41,7,No,mod_high,mod_high,medium,high,high,high,high
PORSCHE Panamera 4 e-Hybrid,2.9,6.0,AMS-8,4WD,Electricity,large car,5,48,54,51,8,Yes,medium,mod_high,mod_high,high,high,high,high
PORSCHE Panamera 4 e-Hybrid Executive,2.9,6.0,AMS-8,4WD,Electricity,large car,5,48,54,51,8,Yes,medium,mod_high,mod_high,high,high,high,high
PORSCHE Panamera 4 e-Hybrid ST,2.9,6.0,AMS-8,4WD,Electricity,large car,5,48,54,51,8,Yes,medium,mod_high,mod_high,high,high,high,high
PORSCHE Panamera Turbo S e-Hybrid,4.0,8.0,AMS-8,4WD,Electricity,large car,3,46,51,48,7,No,high,high,medium,high,high,high,high
PORSCHE Panamera Turbo S e-Hybrid Exec,4.0,8.0,AMS-8,4WD,Electricity,large car,3,46,51,48,7,No,high,high,medium,high,high,high,high
PORSCHE Panamera Turbo S e-Hybrid ST,4.0,8.0,AMS-8,4WD,Electricity,large car,3,46,51,48,7,No,high,high,medium,high,high,high,high
SUBARU Crosstrek Hybrid,2.0,4.0,CVT,4WD,Electricity,small SUV,7,99,80,90,10,Elite,medium,medium,high,high,high,high,high
SUBARU Crosstrek Hybrid,2.0,4.0,CVT,4WD,Electricity,small SUV,6,99,80,90,10,Yes,medium,medium,mod_high,high,high,high,high
TOYOTA Prius Prime,1.8,4.0,CVT,2WD,Electricity,midsize car,7,145,121,133,10,Elite,low,medium,high,high,high,high,high
VOLVO S60,2.0,4.0,SemiAuto-8,4WD,Electricity,small car,7,70,68,69,10,Elite,medium,medium,high,high,high,high,high
VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Electricity,midsize car,7,58,64,60,10,Elite,medium,medium,high,high,high,high,high
VOLVO V60,2.0,4.0,SemiAuto-8,4WD,Electricity,station wagon,7,70,68,69,10,Elite,medium,medium,high,high,high,high,high
VOLVO XC60,2.0,4.0,SemiAuto-8,4WD,Electricity,small SUV,7,56,57,57,10,Elite,medium,medium,high,high,high,high,high
VOLVO XC90,2.0,4.0,SemiAuto-8,4WD,Electricity,standard SUV,7,58,52,55,10,Elite,medium,medium,high,high,high,high,high
